LineCode,LineText,OriginalText,Comment,Speaker,StoryNode
line:8e47b8,"привет, клэр!",hey claire!,This is a fox that's walking along the bridges on the east side of the island.,Original,BeachFoxStart
line:7e2d19,как проходит денёк?,how's the day treatin' ya?,,Original,BeachFoxStart
line:3b05a7,ну,well,,Player,BeachFoxStart
line:81a9fb,я только вышла из дома,i'm just getting out\nof the house now,,Player,BeachFoxStart
line:d5b624,а-а,ah,,Original,BeachFoxStart
line:ef8af4,это один из таких дней,it's one of those kinds of days,,Original,BeachFoxStart
line:42c449,да...,yeah...,,Player,BeachFoxStart
line:a6f8f9,утром я типа,i've been kinda,,Player,BeachFoxStart
line:977278,ушла в себя,caught up in my head all morning,,Player,BeachFoxStart
line:b18566,хм,hmm,,Original,BeachFoxStart
line:8a30c4,"хочешь сказать, ты...",would you say you feel...,,Original,BeachFoxStart
line:f10c07,"...чувствуешь себя потерянной и не знаешь,\nв каком направлении двигаться дальше?",...lost and directionless?,,Original,BeachFoxStart
line:055150,ну,uh,,Player,BeachFoxStart
line:031c7b,может и так,maybe,,Player,BeachFoxStart
line:a5d39a,,welp!,,Original,BeachFoxStart
line:f293a6,"я знаю, что тебе нужно!",i've got just the thing for you!,,Original,BeachFoxStart
line:1c70ff,держи,take this,,Original,BeachFoxStart
line:0dc524,чтобы использовать его,to use it,,Original,BeachFoxStart
line:344cd9,<color=red>нажми {{MenuButton}}</color> и открой инвентарь,<color=red>press {{MenuButton}}</color> to open\nyour inventory,,Original,BeachFoxStart
line:671a7f,а затем выбери компас\nв <color=red>меню предметов</color>,then select it from the <color=red>items menu</color>,,Original,BeachFoxStart
line:586ba8,"о, эм","oh, uh",,Player,BeachFoxStart
line:78bc2f,спасибо,thanks,,Player,BeachFoxStart
line:f67f9f,он мне пригодится,this should come in handy,,Player,BeachFoxStart
line:4eb391,удачного похода!,happy hiking!,,Original,BeachFoxStart
line:b848c9,"ещё раз, как мне воспользоваться компасом?",how do i use my compass again?,If the player talks to them again without the compass equipped.,Player,BeachFoxStart
line:da694d,"просто <color=red>нажми {{MenuButton}},</color> чтобы\n<color=red>открыть инвентарь</color>",just <color=red>press {{MenuButton}}</color> to\n<color=red>open your inventory</color>,,Original,BeachFoxStart
line:1cf7a2,и выбери его в\n<color=red>меню предметов</color>,then select it from\nthe <color=red>items menu</color>,,Original,BeachFoxStart
line:00e277,"а, точно",ah right,,Player,BeachFoxStart
line:c6adcc,спасибо!,thanks!,,Player,BeachFoxStart
line:dc7149,спасибо тебе за компас,thanks for lending me the compass,If the player talks to them with the compass.,Player,BeachFoxStart
line:10a2da,"я отдам его, когда\nвернусь из похода",i'll get it back to you\nwhen i'm done my hike,,Player,BeachFoxStart
line:b883c4,"а, не","oh, nah",,Original,BeachFoxStart
line:b29652,оставь себе,just keep it,,Original,BeachFoxStart
line:062d5d,как говорится...,you know what they say...,,Original,BeachFoxStart
line:6bb6e1,"кто знает, где север,\nтого ждёт удача!",it's good luck to know\nwhich way is north!,,Original,BeachFoxStart
line:612a85,э-э,uh,,Player,BeachFoxStart
line:e1b0be,разве так говорят?,do they say that?,,Player,BeachFoxStart
line:0b1c04,"вообще, я точно не знаю","actually, i'm not sure",,Original,BeachFoxStart
line:40ba46,но,but,,Original,BeachFoxStart
line:918947,это явно не плохая примета!,it certainly can't be bad luck!,,Original,BeachFoxStart
line:a8b5f9,Добро пожаловать в провинциальный\nпарк «Пик Ястреба»!,Welcome to Hawk Peak Provincial Park!,,Original,VisitorsCenterSignStart
line:692bdd,Насладитесь живописной дорогой к\nсмотровой площадке или поднимитесь\nпо <color=yellow>Ястребиной тропе</color> на самую\nвысокую точку провинции!,Enjoy a scenic trek to Outlook Point\nor follow <color=yellow>Hawk Peak Trail</color> up to the\nhighest point in the province!,,Original,VisitorsCenterSignStart
line:b1e575,"Хотя этот остров знаменит\nсвоей горной вершиной,","Although this island is known for\nits titular mountain peak,",,Original,VisitorsCenterSignStart
line:b107d7,на нём есть прекрасные\nпляжи и рощи!,It is also home to a number of\nbeautiful beaches and forests!,,Original,VisitorsCenterSignStart
line:a83a22,Знаете ли вы?,Did you know?,,Original,VisitorsCenterSignStart
line:fcd4a8,"Нашумевшее местное блюдо\n«Тост с клубникой»\nизобретено ЗДЕСЬ, на пике Ястреба!",The infamous local dish\n'Strawberries and Toast'\nwas invented HERE at Hawk Peak!,,Original,VisitorsCenterSignStart
line:ad24ec,"Присоединяйтесь к нам в пять вечера,\nчтобы насладиться вкуснейшей\nпорцией исторического блюда!",Please join us at 5PM to\nenjoy a delicious serving\nof the historical dish!,,Original,VisitorsCenterSignStart
line:e688e0,у нас почти ничего не осталось,we're kinda low on stock,If the player tries to buy merch from the Goat Ranger.,Original,BuyMerchStart
line:a7cf46,но это даже хорошо,"but that's good, actually",,Original,BuyMerchStart
line:20178a,значит был насыщенный сезон!,it's been a busy season!,,Original,BuyMerchStart
line:66f7eb,"провинциальные парки,\nдолжно быть, в тренде",provincial parks must be\ntrending or something,,Original,BuyMerchStart
line:33c393,возможно!,it's possible!,,Player,BuyMerchStart
line:d29584,как бы там ни было,anyway,,Original,BuyMerchStart
line:cf8544,у нас осталась всего одна шляпа,we only have one hat left,,Original,BuyMerchStart
line:9178cb,стоит 100 монет,it costs 100 coins,,Original,BuyMerchStart
line:158b88,беру!,i'll take it!,Dialogue choice.,Player,BuyMerchStart
line:87ad79,"не, я пас","nah, i'll pass",Dialogue choice.,Player,BuyMerchStart
line:ec5216,почему бы тебе её не примерить?,why don't you try it on?,,Original,BuyMerchStart
line:c96132,"хм, у тебя совсем не осталось денег...","hmm, you're all out of cash now...",If the player buys the hat before any feathers.,Original,BuyMerchStart
line:fb4cd6,как насчёт золотого\nпера в подарок!,how about I throw in a\nfree golden feather!,,Original,BuyMerchStart
line:d29351,"ох,","oh uhhh,",If the player tries to buy the hat but can't afford it.,Original,BuyMerchStart
line:41e1d2,не думаю...,i don't think...,,Original,BuyMerchStart
line:e04b2d,что ты можешь себе это позволить,you can afford it,,Original,BuyMerchStart
line:bb012f,ой,oh,,Player,BuyMerchStart
line:a0e28c,верно,right,,Player,BuyMerchStart
line:d1acff,ничего!,okay!,If you decline buying the hat.,Original,BuyMerchStart
line:3e75b5,больше ничего нет!,we're all out!,If the player tries to buy a hat again.,Original,BuyMerchStart
line:ff23f2,ты купила последнюю шляпу,you bought the last hat,,Original,BuyMerchStart
line:976599,а вы ещё закажете?,are you guys gonna order more?,,Player,BuyMerchStart
line:44a915,не раньше следующего сезона,not until next season,,Original,BuyMerchStart
line:10e2e7,в каждом сезоне — свой\nограниченный тираж,each season is a limited run,,Original,BuyMerchStart
line:1154fb,значит мне повезло\n с этой шляпой!,i guess i'm lucky i\ngot the last one!,,Player,BuyMerchStart
line:cd0ade,"ха-ха, это точно!","haha, i suppose so!",,Original,BuyMerchStart
line:a2c392,"позволь объяснить, как всё устроено!",let me explain how they work!,The first time a player buys a golden feather.,Original,ExplainGoldenFeather
line:be6485,"нажми <color=red>{{JumpButton}}</color> в полёте,\nи ты взмахнёшь крыльями. такой\nвот двойной прыжок!","if you press <color=red>{{JumpButton}}</color> while\nin midair, you can flap your\nwings for a double jump!",,Original,ExplainGoldenFeather
line:ef3fcb,но это не всё!,but that's not all!,,Original,ExplainGoldenFeather
line:c6d6ba,"чтобы забраться на стену, подойди\nк ней вплотную и <color=red>удерживай {{JumpButton}}</color>","to climb a wall, push against it and <color=red>hold {{JumpButton}}</color>",,Original,ExplainGoldenFeather
line:4577c7,"чем больше у тебя золотых перьев,\nтем дольше ты будешь\nкарабкаться и летать","the more golden feathers you\nhave, the more you'll be able\nto climb and fly",,Original,ExplainGoldenFeather
line:a6796e,развлекайся!,have fun out there!,,Original,ExplainGoldenFeather
line:bb7420,привет!,heyo!,This is a dog character who is hiking on the west side of the mountain.,Original,HikingUp
line:2d4461,как прогулка?,how's the hike treating you?,,Original,HikingUp
line:366ec1,"о, ну","oh, uh",,Player,HikingUp
line:591331,мне нравится,it's been nice,,Player,HikingUp
line:a69641,здесь очень красиво,it's really beautiful here,,Player,HikingUp
line:75795e,согласен!,i know right!,,Original,HikingUp
line:dcdf46,но на высоте будет...,the view from the top will be...,,Original,HikingUp
line:e5ee40,ГОРАЗДО,SO,,Original,HikingUp
line:e3110d,КРУЧЕ!!,GOOD!!,,Original,HikingUp
line:74b492,ты тоже поднимаешься\nна <color=red>пик Ястреба</color>?!,you're going to <color=red>Hawk Peak</color> too!?,,Player,HikingUp
line:562b58,"о, нет","oh, no",,Original,HikingUp
line:d97d0c,для меня это слишком сложно,that's too intense for me,,Original,HikingUp
line:f55ea7,...,...,,Player,HikingUp
line:41bad1,я просто иду на смотровую площадку,i'm just going to Outlook Point,,Original,HikingUp
line:456d6f,ты там будешь?,will i see ya there?,,Original,HikingUp
line:bef5f5,"да, встретимся наверху!","yeah, i'll meet you at the top!",Dialogue choice.,Player,HikingUp
line:66d427,"ну, может быть","uh, maybe",Dialogue choice.,Player,HikingUp
line:88e0af,здорово!,awesome!,If the player agrees.,Original,HikingUp
line:f6e445,я догоню тебя!,catch ya later!,,Original,HikingUp
line:10254b,"ладно, ещё увидимся!","well, see ya around!",If the player declines.,Original,HikingUp
line:d68d22,я возвращаюсь к башне,i'm heading back up to the tower,If the dog already reached the top and is heading back up.,Original,HikingUp
line:be5ef3,хочу добить этот подход,i gotta get that exercise in,,Original,HikingUp
line:ae00f9,увидимся!,see ya around!,,Original,HikingUp
line:4f2346,«Бурный ручей» — прекрасная тропа,Good Creek Path is really pretty,If the player talks to the dog before they've reached the top.,Original,HikingUp
