LineCode,LineText
line:8ab296,она <color=red>красного цвета</color>
line:678691,...и у меня есть вознаграждение!
line:da4c6c,новая <color=red>пара кроссовок</color>
line:c4a22d,а тебе самой они не нужны?
line:70f431,честно говоря
line:cb2831,меня спонсирует обувной бренд
line:f5df81,теперь у меня этих пар с десяток
line:bc41ac,ого!
line:30f083,поздравляю
line:abf228,оу!!!
line:56b96b,хи-хи... спасибо
line:4df55c,"но, э"
line:5c0042,"скажи, если увидишь\n<color=red>красную повязку!</color>"
line:62734e,я отдала ей повязку
line:82f377,она снова в игре?
line:1bbd37,да!
line:4b1458,отлично
line:8eae37,"приятно, что мы смогли помочь!"
line:808a70,"она, правда, вернула повязку"
line:e8d4f8,но выглядела воодушевлённой
line:a1d290,"по-моему, она хочет выиграть\nбез всякой удачи"
line:d90a2d,да ей и не нужна удача!
line:652de5,но знаешь
line:613427,"может, возьмёшь повязку себе?"
line:26948a,так мы будем с ней на равных!
line:75c136,оу
line:8fba5b,"ты думаешь, это на\nчто-то повлияет?"
line:0b986b,ну...
line:37440b,может и нет
line:beab1b,но
line:cca72a,просто на всякий случай
line:e00e7e,"расскажи потом, что получилось!"
line:4af7e6,"ой, а..."
line:3ff0aa,"странный вопрос, но"
line:aae633,откуда у тебя эта повязка?
line:eadc96,э-э-э...
line:d22c70,точно не скажу
line:4fa42d,она у меня уже лет сто
line:afffa9,а что?
line:399b5c,"ну, в общем"
line:6c4ba7,я только что говорила с крольчихой
line:59a3a6,она потеряла повязку где-то в лесу
line:93be9c,а-а! ты про Сью?
line:922d13,может быть
line:b55f42,"я не спросила, как её зовут"
line:ce568d,но она очень волновалась
line:b847d8,"это её счастливая повязка,\nв марафоне без неё никак"
line:dc0d86,а я ведь тоже сегодня участвую!
line:273442,Сью такая талантливая!\nувидеть бы её в деле
line:2046b6,хм
line:929f1d,"что, если я отдам свою повязку?"
line:b240c1,наверняка они одинаковые
line:69d63c,"может, она не заметит?"
line:16d732,"о, ну..."
line:ef9f2b,
line:b1a869,а эта повязка тоже счастливая?
line:0258ab,"ну, я не знаю"
line:791844,просто отдай ей
line:9e0da2,"посмотрим, что она решит"
line:fb32fb,что делаешь?
line:3b6dd5,у меня пробежка
line:ea4716,разминаюсь перед сегодняшним\nсоревнованием
line:84fda1,я немного волнуюсь
line:724568,там будет столько опытных бегунов!
line:df4afe,надо держать темп!
line:76aaed,есть только я и моя <color=red>красная повязка!</color>
line:02fd75,"<sprite name=""LeftArrow"" tint=1> Обратно на Ястребиный остров"
line:1c0f97,вау
line:b78d1a,"город прям растёт, да?"
line:9816e0,"о-о, это больше не песочный город"
line:4990c7,это песочный регион!
line:fb702b,и в этот раз
line:deae8d,я баллотируюсь в губернаторы!
line:46ef13,"да, меня так и не избрали мэром"
line:7c8950,но в этот раз
line:482eea,я разверну предвыборную\nкампанию на полную катушку
line:454b91,а новая программа\nнаверняка найдёт отклик\nу моего электората
line:d300d2,как только меня изберут
line:abd4e5,я воспользуюсь своим положением
line:583dfc,и установлю контроль над\nэтим несговорчивым\nгородом! наконец-то!
line:bd795e,МУА-ХА-ХА-ХА-ХА!
line:b3acd5,...
line:e46429,вау
line:16fd54,для начала
line:2c0bfd,я позабочусь о приоритете интересов\nнашей партии в парламенте
line:1a6669,а потом
line:763841,"КОНФЕТ ВСЕМ, ДАРОМ!!!"
line:3420b4,А-ХА-ХА-ХА!!!
line:50517f,ну что
line:f93dca,как продвигается кампания?
line:e883ea,ужасно хорошо!!!
line:59142c,"так ты правда думаешь,\nчто она счастливая?"
line:b1968a,ну
line:b4ccae,не знаю
line:fe2d86,я зашла так далеко
line:820490,и
line:d4a604,кажется
line:217933,как будто...
line:b2e215,...она обязана приносить удачу
line:3eb454,"ну, может немного"
line:cb5918,но
line:9c3840,ты же такая быстрая!
line:24806b,и так много тренировалась!
line:8f1d61,"ты зашла далеко, потому\nчто ты МОЛОДЕЦ!"
line:d6b5ef,оу
line:972ef1,...
line:d39233,...пожалуй
line:22e728,это так
line:9a4de1,"наверно, всегда было так"
line:a77040,но
line:6c5cd7,не знаю
line:2f57d9,я так волнуюсь
line:cd435e,"мне иногда кажется, что\nвсё это случайность"
line:45cfa5,...
line:3db99d,но ты права!
line:87c100,мне не нужна удача
line:05e2ec,можешь забрать повязку
line:6e004d,я сама со всем справлюсь!
line:46396b,ого
line:c4e495,спасибо!
line:0072ab,успехов в марафоне
line:cedcc0,у тебя всё получится!!!
line:cbbe18,"прости, я не могу сейчас болтать"
line:be4f50,нужно подготовиться к марафону\nморально и физически!
line:af92f5,до встречи!
line:f07c9b,"<sprite tint=1 name=""UpArrow""> Тропа «Ястребиный пик»"
line:49d9a1,"<sprite tint=1 name=""Warning""> ВНИМАНИЕ <sprite tint=1 name=""Warning"">"
line:29e1de,<color=yellow>«Ястребиный пик»</color> — сложный маршрут!
line:48c18d,Вам понадобятся <color=yellow>золотые перья.</color>
line:fa84c0,Они продаются в <color=yellow>туристическом центре.</color>
line:7388e5,моё имя Быстрота —\nразгонюсь легко до ста!
line:23d25d,на самом деле моё имя Тейлор
line:201ebc,но да
line:6d2090,
line:8ce4e4,"я бегаю быстро, и хорошо\nбы это запомнить"
line:21411e,эм
line:8f2c69,ты решила просто оставить\nповязку себе?
line:5546c7,нет!
line:404764,вообще-то
line:94dd0b,Сью сама её вернула
line:46d435,она больше не хочет\nполагаться на удачу
line:535119,ну и правильно!
line:99d2d2,удача ничего не решает
line:a8e13e,она и так талантливая
line:8ce0f2,"ну что, забирай повязку?"
line:b92c11,не
line:8bd0cd,раз она тебе понравилась
line:6bc6e4,оставь себе
line:771311,хм
line:766c86,знакомая повязка
line:7c21a4,ой
line:66a5b7,я просто...
line:db3fc8,примерить хотела
line:edfd80,сидит удобно
line:3e41a9,да и выглядит красиво
line:fc7c57,значит...
line:d07a27,всё тестируешь мою повязку?
line:66311b,э-э-э
line:df8a6c,просто
